,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
27875,The transportation company tracked the number of train tickets sold in the past 7 days. What is the range of the numbers?,,23,,Train tickets sold,"Day | Number of tickets
Monday | 36
Tuesday | 43
Wednesday | 46
Thursday | 59
Friday | 37
Saturday | 46
Sunday | 51","{'Day': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'Number of tickets': ['36', '43', '46', '59', '37', '46', '51']}",8,2,"Read the numbers from the table.

36, 43, 46, 59, 37, 46, 51

First, find the greatest number. The greatest number is 59.

Next, find the least number. The least number is 36.

Subtract the least number from the greatest number:

59 − 36 = 23

The range is 23.",free_text,integer_number,5,train,0,14605
24226,A pottery factory kept track of the number of broken plates per shipment last week. How many shipments had exactly 73 broken plates?,,2,shipments,Broken plates per shipment,"Stem | Leaf 
4 | 2, 7, 9, 9, 9
5 | 1
6 | 9
7 | 2, 2, 3, 3, 5
8 | 
9 | 0","{'Stem': ['4', '5', '6', '7', '8', '9'], 'Leaf ': ['2, 7, 9, 9, 9', '1', '9', '2, 2, 3, 3, 5', '', '0']}",7,2,"For the number 73, the stem is 7, and the leaf is 3. Find the row where the stem is 7. In that row, count all the leaves equal to 3.

You counted 2 leaves, which are blue in the stem-and-leaf plot above. 2 shipments had exactly 73 broken plates.",free_text,integer_number,8,train,1,1975
23269,Kylie has $0.05. Does she have enough to buy a small pink bead and a purple and red clay bead?,"['yes', 'no']",no,,,"purple and red clay bead | $0.02
small pink bead | $0.04
pearl bead | $0.07
round silver bead | $0.01
brown cat's eye bead | $0.08
orange glass bead | $0.07","{'Column 1': ['purple and red clay bead', 'small pink bead', 'pearl bead', 'round silver bead', ""brown cat's eye bead"", 'orange glass bead'], 'Column 2': ['$0.02', '$0.04', '$0.07', '$0.01', '$0.08', '$0.07']}",6,2,"Add the price of a small pink bead and the price of a purple and red clay bead:

$0.04 + $0.02 = $0.06

$0.06 is more than $0.05. Kylie does not have enough money.",multi_choice,boolean_text,4,train,2,5337
34320,"Look at the table. Then answer the question. At a price of $885, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$165 | 17,900 | 6,400
$345 | 15,100 | 8,900
$525 | 12,300 | 11,400
$705 | 9,500 | 13,900
$885 | 6,700 | 16,400","{'Price': ['$165', '$345', '$525', '$705', '$885'], 'Quantity demanded': ['17,900', '15,100', '12,300', '9,500', '6,700'], 'Quantity supplied': ['6,400', '8,900', '11,400', '13,900', '16,400']}",6,3,"At the price of $885, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,2865
22781,Look at the following schedule. Doug just missed the 3.00 A.M. train at Chickenville. How long does he have to wait until the next train?,"['6 hours and 30 minutes', '6 hours and 45 minutes', '8 hours and 45 minutes', '9 hours']",9 hours,,Train schedule,"Chickenville | 3:00 A.M. | 12:00 P.M. | 3:30 P.M.
Floral Gardens | 3:45 A.M. | 12:45 P.M. | 4:15 P.M.
Pleasant River Campground | 4:45 A.M. | 1:45 P.M. | 5:15 P.M.
Happy Cow Farm | 5:15 A.M. | 2:15 P.M. | 5:45 P.M.
Rocky Ravine Town | 5:45 A.M. | 2:45 P.M. | 6:15 P.M.","{'Column 1': ['Chickenville', 'Floral Gardens', 'Pleasant River Campground', 'Happy Cow Farm', 'Rocky Ravine Town'], 'Column 2': ['3:00 A.M.', '3:45 A.M.', '4:45 A.M.', '5:15 A.M.', '5:45 A.M.'], 'Column 3': ['12:00 P.M.', '12:45 P.M.', '1:45 P.M.', '2:15 P.M.', '2:45 P.M.'], 'Column 4': ['3:30 P.M.', '4:15 P.M.', '5:15 P.M.', '5:45 P.M.', '6:15 P.M.']}",5,4,"Find 3:00 A. M. in the row for Chickenville.

Look for the next train in that row.

The next train is at 12:00 P. M.

Find the elapsed time. The elapsed time is 9 hours.",multi_choice,other_text,4,train,4,8180
19875,A race car driver kept track of how many laps he drove in the past 5 days. What is the median of the numbers?,,9,,Laps driven,"Day | Number of laps
Thursday | 8
Friday | 9
Saturday | 8
Sunday | 10
Monday | 9","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday'], 'Number of laps': ['8', '9', '8', '10', '9']}",6,2,"Read the numbers from the table.

8, 9, 8, 10, 9

First, arrange the numbers from least to greatest:

8, 8, 9, 9, 10

Now find the number in the middle.

8, 8, 9, 9, 10

The number in the middle is 9.

The median is 9.",free_text,integer_number,6,train,0,12186
5407,"A stock broker followed the stock prices of a certain set of companies. Which company's stock cost more on Wednesday, Houston Sporting Goods or Watson and Partners?","['Houston Sporting Goods', 'Watson and Partners']",Watson and Partners,,Stock prices,"Company | Tuesday | Wednesday
Houston Sporting Goods | $8 | $4
Watson and Partners | $9 | $16
Thompson Corporation | $5 | $14
Jonas Incorporated | $15 | $4","{'Company': ['Houston Sporting Goods', 'Watson and Partners', 'Thompson Corporation', 'Jonas Incorporated'], 'Tuesday': ['$8', '$9', '$5', '$15'], 'Wednesday': ['$4', '$16', '$14', '$4']}",5,3,"Find the Wednesday column. Compare the numbers in this column for Houston Sporting Goods and Watson and Partners.

$16.00 is more than $4.00. On Wednesday, Watson and Partners's stock cost more.",multi_choice,extractive_text,4,train,1,5758
35333,How much money does Maureen need to buy 8 wooden stools and 7 nightstands?,,770.52,$,,"footstool | $27.64
bookcase | $76.01
rocking chair | $67.49
nightstand | $69.40
wooden stool | $35.59
set of bunk beds | $71.30","{'Column 1': ['footstool', 'bookcase', 'rocking chair', 'nightstand', 'wooden stool', 'set of bunk beds'], 'Column 2': ['$27.64', '$76.01', '$67.49', '$69.40', '$35.59', '$71.30']}",6,2,"Find the cost of 8 wooden stools.

$35.59 × 8 = $284.72

Find the cost of 7 nightstands.

$69.40 × 7 = $485.80

Now find the total cost.

$284.72 + $485.80 = $770.52

Maureen needs $770.52.",free_text,decimal_number,7,train,2,9666
7968,"Look at the table. Then answer the question. At a price of $920, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$380 | 19,200 | 3,100
$560 | 14,700 | 5,300
$740 | 10,200 | 7,500
$920 | 5,700 | 9,700
$1,100 | 1,200 | 11,900","{'Price': ['$380', '$560', '$740', '$920', '$1,100'], 'Quantity demanded': ['19,200', '14,700', '10,200', '5,700', '1,200'], 'Quantity supplied': ['3,100', '5,300', '7,500', '9,700', '11,900']}",6,3,"At the price of $920, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,3217
26675,Look at the following schedule. Tyrone just missed the 2.15 P.M. train at Newton. How long does he have to wait until the next train?,"['1 hour', '15 minutes', '30 minutes', '45 minutes']",45 minutes,,Train schedule,"Danville | 7:15 A.M. | 8:30 A.M. | 9:15 A.M. | 10:15 A.M. | 11:00 A.M.
Washington | 8:00 A.M. | 9:15 A.M. | 10:00 A.M. | 11:00 A.M. | 11:45 A.M.
Greenwood | 9:00 A.M. | 10:15 A.M. | 11:00 A.M. | 12:00 P.M. | 12:45 P.M.
Arcadia | 10:30 A.M. | 11:45 A.M. | 12:30 P.M. | 1:30 P.M. | 2:15 P.M.
Vindale | 12:15 P.M. | 1:30 P.M. | 2:15 P.M. | 3:15 P.M. | 4:00 P.M.
Newton | 1:00 P.M. | 2:15 P.M. | 3:00 P.M. | 4:00 P.M. | 4:45 P.M.
Brookfield | 1:45 P.M. | 3:00 P.M. | 3:45 P.M. | 4:45 P.M. | 5:30 P.M.
Dayton | 2:30 P.M. | 3:45 P.M. | 4:30 P.M. | 5:30 P.M. | 6:15 P.M.","{'Column 1': ['Danville', 'Washington', 'Greenwood', 'Arcadia', 'Vindale', 'Newton', 'Brookfield', 'Dayton'], 'Column 2': ['7:15 A.M.', '8:00 A.M.', '9:00 A.M.', '10:30 A.M.', '12:15 P.M.', '1:00 P.M.', '1:45 P.M.', '2:30 P.M.'], 'Column 3': ['8:30 A.M.', '9:15 A.M.', '10:15 A.M.', '11:45 A.M.', '1:30 P.M.', '2:15 P.M.', '3:00 P.M.', '3:45 P.M.'], 'Column 4': ['9:15 A.M.', '10:00 A.M.', '11:00 A.M.', '12:30 P.M.', '2:15 P.M.', '3:00 P.M.', '3:45 P.M.', '4:30 P.M.'], 'Column 5': ['10:15 A.M.', '11:00 A.M.', '12:00 P.M.', '1:30 P.M.', '3:15 P.M.', '4:00 P.M.', '4:45 P.M.', '5:30 P.M.'], 'Column 6': ['11:00 A.M.', '11:45 A.M.', '12:45 P.M.', '2:15 P.M.', '4:00 P.M.', '4:45 P.M.', '5:30 P.M.', '6:15 P.M.']}",8,6,"Find 2:15 P. M. in the row for Newton.

Look for the next train in that row.

The next train is at 3:00 P. M.

Find the elapsed time. The elapsed time is 45 minutes.",multi_choice,other_text,4,train,4,14947
12249,Some students compared how many blocks they live from school. What is the mean of the numbers?,,7,,Blocks from school,"Name | Number of blocks
Steven | 3
Albert | 1
Ted | 3
Erin | 5
Ross | 18
Bert | 13
Paul | 6","{'Name': ['Steven', 'Albert', 'Ted', 'Erin', 'Ross', 'Bert', 'Paul'], 'Number of blocks': ['3', '1', '3', '5', '18', '13', '6']}",8,2,"Read the numbers from the table.

3, 1, 3, 5, 18, 13, 6

First, count how many numbers are in the group.

There are 7 numbers.

Now add all the numbers together:

3 + 1 + 3 + 5 + 18 + 13 + 6 = 49

Now divide the sum by the number of numbers:

49 ÷ 7 = 7

The mean is 7.",free_text,integer_number,5,train,0,7651
7837,A bakery recorded how many cupcakes it sold in the past 3 days. How many cupcakes in total did the bakery sell on Tuesday and Thursday?,,258,cupcakes,Cupcakes sold,"Day | Number of cupcakes
Tuesday | 147
Wednesday | 683
Thursday | 111","{'Day': ['Tuesday', 'Wednesday', 'Thursday'], 'Number of cupcakes': ['147', '683', '111']}",4,2,"Find the numbers in the table.

Tuesday: 147
Thursday: 111

Now add: 147 + 111 = 258.

The bakery sold 258 cupcakes on Tuesday and Thursday.",free_text,integer_number,3,train,1,10727
35134,How much money does Deion need to buy a poetry book and a textbook?,,26.30,$,,"textbook | $12.79
poetry book | $13.51
science book | $11.55
history book | $15.49
crossword puzzle book | $24.85","{'Column 1': ['textbook', 'poetry book', 'science book', 'history book', 'crossword puzzle book'], 'Column 2': ['$12.79', '$13.51', '$11.55', '$15.49', '$24.85']}",5,2,"Add the price of a poetry book and the price of a textbook:

$13.51 + $12.79 = $26.30

Deion needs $26.30.",free_text,decimal_number,5,train,2,712
25916,"Look at the table. Then answer the question. At a price of $755, is there a shortage or a surplus?","['shortage', 'surplus']",shortage,,,"Price | Quantity demanded | Quantity supplied
$615 | 17,000 | 8,800
$685 | 13,900 | 9,400
$755 | 10,800 | 10,000
$825 | 7,700 | 10,600
$895 | 4,600 | 11,200","{'Price': ['$615', '$685', '$755', '$825', '$895'], 'Quantity demanded': ['17,000', '13,900', '10,800', '7,700', '4,600'], 'Quantity supplied': ['8,800', '9,400', '10,000', '10,600', '11,200']}",6,3,"At the price of $755, the quantity demanded is greater than the quantity supplied. There is not enough of the good or service for sale at that price. So, there is a shortage.
",multi_choice,boolean_text,5,train,3,14957
2663,Look at the following schedule. Alan just missed the 12.45 P.M. bus at the famous bridge. What time is the next bus?,"['1:30 P.M.', '10:45 A.M.', '2:15 P.M.', '12:45 P.M.']",1:30 P.M.,,Tour bus schedule,"old building | 8:00 A.M. | 10:00 A.M. | 10:15 A.M. | 11:00 A.M.
university campus | 8:45 A.M. | 10:45 A.M. | 11:00 A.M. | 11:45 A.M.
shopping district | 9:30 A.M. | 11:30 A.M. | 11:45 A.M. | 12:30 P.M.
the riverfront | 9:45 A.M. | 11:45 A.M. | 12:00 P.M. | 12:45 P.M.
famous bridge | 10:30 A.M. | 12:30 P.M. | 12:45 P.M. | 1:30 P.M.
landmark sculpture | 11:15 A.M. | 1:15 P.M. | 1:30 P.M. | 2:15 P.M.
the aquarium | 12:15 P.M. | 2:15 P.M. | 2:30 P.M. | 3:15 P.M.
the zoo | 1:00 P.M. | 3:00 P.M. | 3:15 P.M. | 4:00 P.M.","{'Column 1': ['old building', 'university campus', 'shopping district', 'the riverfront', 'famous bridge', 'landmark sculpture', 'the aquarium', 'the zoo'], 'Column 2': ['8:00 A.M.', '8:45 A.M.', '9:30 A.M.', '9:45 A.M.', '10:30 A.M.', '11:15 A.M.', '12:15 P.M.', '1:00 P.M.'], 'Column 3': ['10:00 A.M.', '10:45 A.M.', '11:30 A.M.', '11:45 A.M.', '12:30 P.M.', '1:15 P.M.', '2:15 P.M.', '3:00 P.M.'], 'Column 4': ['10:15 A.M.', '11:00 A.M.', '11:45 A.M.', '12:00 P.M.', '12:45 P.M.', '1:30 P.M.', '2:30 P.M.', '3:15 P.M.'], 'Column 5': ['11:00 A.M.', '11:45 A.M.', '12:30 P.M.', '12:45 P.M.', '1:30 P.M.', '2:15 P.M.', '3:15 P.M.', '4:00 P.M.']}",8,5,"Find 12:45 P. M. in the row for the famous bridge.

Look for the next bus in that row.

The next bus is at 1:30 P. M.",multi_choice,extractive_text,4,train,4,9204
28293,A grocery store recorded how many customers visited the store each day. What is the mode of the numbers?,,26,,Grocery store customers,"Day | Number of customers
Thursday | 38
Friday | 26
Saturday | 38
Sunday | 26
Monday | 37
Tuesday | 37
Wednesday | 26","{'Day': ['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'Number of customers': ['38', '26', '38', '26', '37', '37', '26']}",8,2,"Read the numbers from the table.

38, 26, 38, 26, 37, 37, 26

First, arrange the numbers from least to greatest:

26, 26, 26, 37, 37, 38, 38

Now count how many times each number appears.

26 appears 3 times.
37 appears 2 times.
38 appears 2 times.

The number that appears most often is 26.

The mode is 26.",free_text,integer_number,5,train,0,793
14647,Some friends played a trivia game and recorded their scores. Who had the highest score?,"['Shannon', 'Monica', 'Porter', 'Ted']",Ted,,Trivia game scores,"Name | Score
Shannon | 12
Monica | 17
Porter | 15
Ted | 19","{'Name': ['Shannon', 'Monica', 'Porter', 'Ted'], 'Score': ['12', '17', '15', '19']}",5,2,"Find the greatest number in the table. Remember to compare the numbers starting with the highest place value. The greatest number is 19.

Now find the corresponding name. Ted corresponds to 19.",multi_choice,extractive_text,2,train,1,3491
22376,Dale buys 1 pound of raisins. What is the total cost?,,5,$,,"raisins | $5 per pound
dried pear | $4 per pound
dried apple | $3 per pound
banana chips | $6 per pound","{'Column 1': ['raisins', 'dried pear', 'dried apple', 'banana chips'], 'Column 2': ['$5 per pound', '$4 per pound', '$3 per pound', '$6 per pound']}",4,2,"Find the cost of the raisins. Multiply the price per pound by the number of pounds.
$5 × 1 = $5
The total cost is $5.",free_text,integer_number,6,train,2,15496
17398,"Look at the table. Then answer the question. At a price of $930, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$870 | 17,100 | 17,400
$890 | 15,000 | 18,400
$910 | 12,900 | 19,400
$930 | 10,800 | 20,400
$950 | 8,700 | 21,400","{'Price': ['$870', '$890', '$910', '$930', '$950'], 'Quantity demanded': ['17,100', '15,000', '12,900', '10,800', '8,700'], 'Quantity supplied': ['17,400', '18,400', '19,400', '20,400', '21,400']}",6,3,"At the price of $930, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,7855
36369,Look at the following schedule. When does the advanced snowboard class begin?,"['7:30 P.M.', '5:10 P.M.', '3:50 P.M.', '11:15 A.M.']",3:50 P.M.,,Winter lodge schedule,"Activity | Begin | End
advanced ski class | 8:25 A.M. | 9:10 A.M.
intermediate ski class | 9:50 A.M. | 11:00 A.M.
snowman competition | 11:15 A.M. | 12:20 P.M.
family ice skating | 12:55 P.M. | 1:25 P.M.
cross-country ski tour | 2:00 P.M. | 3:10 P.M.
advanced snowboard class | 3:50 P.M. | 5:10 P.M.
beginning snowboard class | 5:35 P.M. | 7:05 P.M.
ice skating class | 7:30 P.M. | 8:20 P.M.","{'Activity': ['advanced ski class', 'intermediate ski class', 'snowman competition', 'family ice skating', 'cross-country ski tour', 'advanced snowboard class', 'beginning snowboard class', 'ice skating class'], 'Begin': ['8:25 A.M.', '9:50 A.M.', '11:15 A.M.', '12:55 P.M.', '2:00 P.M.', '3:50 P.M.', '5:35 P.M.', '7:30 P.M.'], 'End': ['9:10 A.M.', '11:00 A.M.', '12:20 P.M.', '1:25 P.M.', '3:10 P.M.', '5:10 P.M.', '7:05 P.M.', '8:20 P.M.']}",9,3,"Find the advanced snowboard class on the schedule. Find the beginning time for the advanced snowboard class.

advanced snowboard class: 3:50 P. M.",multi_choice,extractive_text,3,train,4,8849
1983,Elena kept track of how many boxes of cookies she sold over the past 7 days. What is the median of the numbers?,,27,,Boxes of cookies sold,"Day | Number of boxes
Saturday | 26
Sunday | 33
Monday | 34
Tuesday | 25
Wednesday | 27
Thursday | 33
Friday | 25","{'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'Number of boxes': ['26', '33', '34', '25', '27', '33', '25']}",8,2,"Read the numbers from the table.

26, 33, 34, 25, 27, 33, 25

First, arrange the numbers from least to greatest:

25, 25, 26, 27, 33, 33, 34

Now find the number in the middle.

25, 25, 26, 27, 33, 33, 34

The number in the middle is 27.

The median is 27.",free_text,integer_number,5,train,0,2382
4426,An environmental agency examined how many trees were planted by different organizations. Which organization planted the fewest trees?,"['Dreaming Green', 'Trees for All', 'Make it Green', 'Heal the Earth']",Trees for All,,Trees planted,"Organization | Number of trees planted
Dreaming Green | 72
Trees for All | 71
Make it Green | 76
Heal the Earth | 75","{'Organization': ['Dreaming Green', 'Trees for All', 'Make it Green', 'Heal the Earth'], 'Number of trees planted': ['72', '71', '76', '75']}",5,2,"Find the least number in the table. Remember to compare the numbers starting with the highest place value. The least number is 71.

Now find the corresponding organization. Trees for All corresponds to 71.",multi_choice,extractive_text,2,train,1,4711
