,Unnamed: 0,question,answer,cluster,index
3699,3699,Carol has $60 and saves $9 per week. Mike has $90 and saves $3 per week. How many weeks before Carol and Mike both have the same amount of money?,"Let x = the number of weeks.
60 + 9x = 90 + 3x to set them equal.
9x = 30 + 3x
6x = 30
x = <<5=5>>5
In 5 weeks they will have equal money.
#### 5",1,1907
171,171,James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant?,"He got 20*2=<<20*2=40>>40 seeds
That means he plants 40*.6=<<40*.6=24>>24 trees
#### 24",2,3625
3427,3427,"In four years, Annika will be three times as old as Hans. If Hans is now 8 years old, how old is Annika now?","In four years, Hans will be 8+4=<<8+4=12>>12 years old.
Then Annika will be 12*3=<<12*3=36>>36 years old.
So Annika right now is 36-4=<<36-4=32>>32 years old.
#### 32",3,3143
204,204,"Jack has a stack of books that is 12 inches thick. He knows from experience that 80 pages is one inch thick. If he has 6 books, how many pages is each one on average?","There are 960 pages because 80 x 12 = <<80*12=960>>960
Each book is 160 pages because 960 / 6 = <<960/6=160>>160
#### 160",4,2317
1709,1709,"A Whatsapp group has members sending messages every day sharing about how each one's day was. Last week, 300 messages were sent by the members on Monday, 200 messages on Tuesday, 300 more messages on Wednesday than the previous day, and two times as many messages on Thursday as there were on Wednesday. Calculate the number of messages sent in the Whatsapp group after the four days.","The total number of messages sent last week on Monday and Tuesday is 300+200 = <<300+200=500>>500 messages.
On Wednesday, the number of messages was 300 more than the previous day, a total of 300+200 = <<300+200=500>>500 messages.
In total, in the three days, the number of messages sent is 500+500 = <<500+500=1000>>1000 messages,
On Thursday, the number of messages sent was two times the number sent on Wednesday, totaling 2*500 = <<2*500=1000>>1000 messages.
In the four days. the number of messages sent is 1000+1000 = <<1000+1000=2000>>2000
#### 2000",0,3192
1013,1013,"Justin bought some jerseys. He bought four long-sleeved ones that cost $15 each, and some striped ones that cost $10 each. How many striped jerseys did Justin buy if he spent a total of $80?","Four long-sleeved jerseys cost $15 x 4 = $<<15*4=60>>60.
So the striped jerseys amount to $80 - $60 = $<<80-60=20>>20.
Hence, Justin bought $20/$10= <<20/10=2>>2 striped jerseys.
#### 2",1,2420
2277,2277,Davante has twice as many friends as there are days in the week. 3 of his friends are girls. How many friends does he have that are boys?,"Davante has 14 friends because 2 times 7 equals <<2*7=14>>14
Davante has 11 friends who are boys because 14-3 equals <<11=11>>11
#### 11",2,1412
2915,2915,Adam and Tom are brothers. Adam is 8 years old and Tom is 12 years old. In how many years will their combined age be 44 years old?,"At present, the two brothers have a combined age of 8 + 12 = <<8+12=20>>20 years old.
Therefore, 1 year means an increase in the sum of their ages by 1 * 2 = <<1*2=2>>2 years.
Adam and Tom need a total of 44 - 20 = <<44-20=24>>24 more years to be 44 years old together.
So both brothers will be 44 years old together after 24 / 2 = <<24/2=12>>12 years.
#### 12",3,1430
1334,1334,"Rachel is stuffing envelopes. She has eight hours to complete the task, and there are 1,500 envelopes. In the first hour, Rachel stuffs 135 envelopes. The second hour she stuffs 141 envelopes. How many envelopes will Rachel need to stuff per hour to finish the job?","Rachel has 1500 - 135 - 141 envelopes = <<1500-135-141=1224>>1224 envelopes remaining to stuff.
Rachel has 8 hours - 2 hours = <<8-2=6>>6 hours left to finish the task.
Rachel needs to stuff 1224 envelopes / 6 hours = <<1224/6=204>>204 envelopes per hour.
#### 204",4,637
5892,5892,"The community leader of a certain town organized a cleaning day event where community members were to be involved in collecting trash inside the town. Out of 2000 community members involved in the cleaning process, 30% were adult men. If there were twice as many adult women as adult men in the event, and the rest were children, calculate the total number of children involved in the cleaning event.","If the number of adult men involved in the cleaning process was 30% of the community members, there were 30/100*2000 = <<30/100*2000=600>>600 adult men at the event.
There were also twice as many adult women as adult men in the event, a total of 2*600 = <<2*600=1200>>1200 women.
The total number of adults in the event was 1200+600= <<1200+600=1800>>1800
If the rest of the people at the cleaning event were children, there were 2000-1800 = <<2000-1800=200>>200 children at the event.
#### 200",0,5095
6713,6713,"Charlotte is making a pie. She can't decide if she will make cherry or blueberry. So she decides to make whichever pie is cheapest. Both pies will need $2 for flour, $1 for sugar and $1.5 for eggs and butter to make the crust. The blueberry pie needs 3 pounds of blueberries. The blueberries come in 8 oz containers for $2.25. For the cherry pie, she needs 4 pounds and they come in a four-pound bag for $14. What is the total price to make the cheapest pie?","The crust will cost $4.5 because 2 + 1 + 1.5 = <<2+1+1.5=4.5>>4.5
She will need 6 containers for blueberries because 3 x (8/16) = 6
The blueberries will cost $13.5 because 6 x 2.25 = <<6*2.25=13.5>>13.5
The blueberries are cheaper because 13.5 < 14
The blueberry pie will cost $18 to make because 4.5 + 13.5 = <<4.5+13.5=18>>18
#### 18",1,4722
5949,5949,"Logan's father receives 50 cartons delivery for his milk business, each carton having 20 jars of milk. On a particular week, he received 20 cartons less when the delivery was done, and during offloading, he realized 3 jars in 5 cartons each was damaged, and one carton was totally damaged. How many jars of milk were good for sale that week?","When 20 cartons failed to be delivered, the number of cartons reduced to 50-20 = <<50-20=30>>30 cartons.
The total number of jars in all the cartons is 30*20 = <<30*20=600>>600
The total number of jars destroyed in the 5 cartons is 3*5 = <<3*5=15>>15 jars.
If one carton was also destroyed, the total number of destroyed jars is 20+15 = <<20+15=35>>35 jars.
The number of jars good for sale is 600-35 = <<600-35=565>>565 jars.
#### 565",2,4685
1444,1444,"Aria has twice as many high school credits as Emily, who has twice the number of high school credits as Spencer. If Emily has 20 credits, what's twice the total number of high school credits the three have?","If Emily has 20 credits, and Aria has 2 times as many, then Aria has 2*20=<<20*2=40>>40 high school credits.
Emily has twice the number of high school credits Spencer has, meaning Spencer has 20/2=<<20/2=10>>10 high school credits.
Altogether, the three have 40 + 20 + 10=<<40+20+10=70>>70 high school credits.
Twice the total number of high school credits the three have is 2*70=<<2*70=140>>140
#### 140",3,1398
6242,6242,Tim drinks 2 bottles that are each 1.5 quarts and an additional 20 ounces a day.  How much water does he drink a week?,"The bottles are 1.5*32=<<1.5*32=48>>48 ounces
So he drinks 48*2=<<48*2=96>>96 ounces from the bottles
So in total he drank 96+20=<<96+20=116>>116 ounces a day
116*7=<<116*7=812>>812 ounces a week
#### 812",4,5077
