,question,choices,answer,unit,table_title,table,table_for_pd,row_num,column_num,solution,ques_type,ans_type,grade,split,cluster,index
31504,Look at the following schedule. Which class begins at 11.35 A.M.?,"['Gym class', 'Astronomy class', 'Math class', 'Art class']",Math class,,Class schedule,"Subject | Begin | End
Art | 6:25 A.M. | 7:30 A.M.
Gym | 7:40 A.M. | 8:40 A.M.
History | 8:45 A.M. | 9:35 A.M.
Biology | 9:45 A.M. | 10:40 A.M.
Astronomy | 10:50 A.M. | 11:30 A.M.
Math | 11:35 A.M. | 12:35 P.M.
English | 12:45 P.M. | 2:00 P.M.
Music | 2:05 P.M. | 3:00 P.M.","{'Subject': ['Art', 'Gym', 'History', 'Biology', 'Astronomy', 'Math', 'English', 'Music'], 'Begin': ['6:25 A.M.', '7:40 A.M.', '8:45 A.M.', '9:45 A.M.', '10:50 A.M.', '11:35 A.M.', '12:45 P.M.', '2:05 P.M.'], 'End': ['7:30 A.M.', '8:40 A.M.', '9:35 A.M.', '10:40 A.M.', '11:30 A.M.', '12:35 P.M.', '2:00 P.M.', '3:00 P.M.']}",9,3,Find 11:35 A. M. on the schedule. Math class begins at 11:35 A. M.,multi_choice,other_text,3,train,4,6038
11657,A car dealership tracked the number of cars sold each month. What is the mode of the numbers?,,90,,Cars sold,"Month | Number of cars
September | 90
October | 80
November | 89
December | 80
January | 90
February | 90
March | 90
April | 80","{'Month': ['September', 'October', 'November', 'December', 'January', 'February', 'March', 'April'], 'Number of cars': ['90', '80', '89', '80', '90', '90', '90', '80']}",9,2,"Read the numbers from the table.

90, 80, 89, 80, 90, 90, 90, 80

First, arrange the numbers from least to greatest:

80, 80, 80, 89, 90, 90, 90, 90

Now count how many times each number appears.

80 appears 3 times.
89 appears 1 time.
90 appears 4 times.

The number that appears most often is 90.

The mode is 90.",free_text,integer_number,5,train,0,12111
17286,"For a math project, students in Mrs. Casey's class recorded the number of pets that each student has. How many students have more than 1 pet?",,12,,Pets,"Number of pets | Frequency
0 | 7
1 | 19
2 | 6
3 | 5
4 | 1","{'Number of pets': ['0', '1', '2', '3', '4'], 'Frequency': ['7', '19', '6', '5', '1']}",6,2,"Find the rows for 2, 3, and 4 pets. Add the frequencies for these rows.

Add:

6 + 5 + 1 = 12

12 students have more than 1 pet.",free_text,integer_number,7,train,1,5674
10742,Wendy has $6. Does she have enough to buy a book about birds and a book about hiking?,"['yes', 'no']",no,,,"book about hiking | $4
book about Australia | $1
book about birds | $4
book about cats | $8
book about the Olympics | $4","{'Column 1': ['book about hiking', 'book about Australia', 'book about birds', 'book about cats', 'book about the Olympics'], 'Column 2': ['$4', '$1', '$4', '$8', '$4']}",5,2,"Add the price of a book about birds and the price of a book about hiking:

$4 + $4 = $8

$8 is more than $6. Wendy does not have enough money.",multi_choice,boolean_text,3,train,2,10116
19380,"Look at the table. Then answer the question. At a price of $1,300, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$820 | 17,100 | 13,200
$940 | 13,300 | 15,200
$1,060 | 9,500 | 17,200
$1,180 | 5,700 | 19,200
$1,300 | 1,900 | 21,200","{'Price': ['$820', '$940', '$1,060', '$1,180', '$1,300'], 'Quantity demanded': ['17,100', '13,300', '9,500', '5,700', '1,900'], 'Quantity supplied': ['13,200', '15,200', '17,200', '19,200', '21,200']}",6,3,"At the price of $1,300, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,6870
16754,Look at the following schedule. When does the train arrive at Jackson Street?,"['12:20 P.M.', '10:40 A.M.', '11:00 A.M.', '10:05 A.M.']",10:40 A.M.,,Subway train schedule,"Location | Time
View Avenue | 9:20 A.M.
Valley Road | 9:40 A.M.
Meadow Road | 10:05 A.M.
Jackson Street | 10:40 A.M.
North Street | 11:00 A.M.
Ash Street | 11:45 A.M.
Highland Avenue | 12:20 P.M.
Willow Avenue | 12:40 P.M.
Lincoln Road | 12:55 P.M.
Sycamore Road | 1:15 P.M.","{'Location': ['View Avenue', 'Valley Road', 'Meadow Road', 'Jackson Street', 'North Street', 'Ash Street', 'Highland Avenue', 'Willow Avenue', 'Lincoln Road', 'Sycamore Road'], 'Time': ['9:20 A.M.', '9:40 A.M.', '10:05 A.M.', '10:40 A.M.', '11:00 A.M.', '11:45 A.M.', '12:20 P.M.', '12:40 P.M.', '12:55 P.M.', '1:15 P.M.']}",11,2,"Find Jackson Street on the schedule. Find the arrival time for Jackson Street.

Jackson Street: 10:40 A. M.",multi_choice,extractive_text,3,train,4,3482
939,Keenan's coach wrote down how many kilometers he had run over the past 5 days. What is the mean of the numbers?,,3,,Kilometers run,"Day | Kilometers
Tuesday | 4
Wednesday | 0
Thursday | 6
Friday | 4
Saturday | 1","{'Day': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'Kilometers': ['4', '0', '6', '4', '1']}",6,2,"Read the numbers from the table.

4, 0, 6, 4, 1

First, count how many numbers are in the group.

There are 5 numbers.

Now add all the numbers together:

4 + 0 + 6 + 4 + 1 = 15

Now divide the sum by the number of numbers:

15 ÷ 5 = 3

The mean is 3.",free_text,integer_number,7,train,0,9244
7036,Finn's class recorded how many cans of food each student collected for their canned food drive. Who collected the fewest cans?,"['Finn', 'Roxanne', 'Omar', 'Maria']",Roxanne,,Cans of food collected,"Name | Number of cans of food
Finn | 75
Roxanne | 74
Omar | 79
Maria | 76","{'Name': ['Finn', 'Roxanne', 'Omar', 'Maria'], 'Number of cans of food': ['75', '74', '79', '76']}",5,2,"Find the least number in the table. Remember to compare the numbers starting with the highest place value. The least number is 74.

Now find the corresponding name. Roxanne corresponds to 74.",multi_choice,extractive_text,2,train,1,11327
4440,Clara has $37.00. Does she have enough to buy a yellow dress and a red sweater?,"['yes', 'no']",yes,,,"pair of sweat pants | $19.00
pair of brown pants | $29.00
red sweater | $12.00
yellow dress | $23.00","{'Column 1': ['pair of sweat pants', 'pair of brown pants', 'red sweater', 'yellow dress'], 'Column 2': ['$19.00', '$29.00', '$12.00', '$23.00']}",4,2,"Add the price of a yellow dress and the price of a red sweater:

$23.00 + $12.00 = $35.00

$35.00 is less than $37.00. Clara does have enough money.",multi_choice,boolean_text,3,train,2,12941
28926,"Look at the table. Then answer the question. At a price of $1,150, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$1,000 | 19,800 | 3,100
$1,050 | 16,200 | 6,900
$1,100 | 12,600 | 10,700
$1,150 | 9,000 | 14,500
$1,200 | 5,400 | 18,300","{'Price': ['$1,000', '$1,050', '$1,100', '$1,150', '$1,200'], 'Quantity demanded': ['19,800', '16,200', '12,600', '9,000', '5,400'], 'Quantity supplied': ['3,100', '6,900', '10,700', '14,500', '18,300']}",6,3,"At the price of $1,150, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,11214
15825,Look at the following schedule. Rosanne is at Ocean City at 10.45 A.M. How soon can she get to Fisherman's Cove?,"['12:15 P.M.', '1:30 P.M.', '12:45 P.M.', '9:30 A.M.']",12:45 P.M.,,Tour boat schedule,"Whale Watch Harbor | 8:15 A.M. | 8:30 A.M. | 9:00 A.M. | 9:30 A.M. | 9:45 A.M.
Ocean City | 9:45 A.M. | 10:00 A.M. | 10:30 A.M. | 11:00 A.M. | 11:15 A.M.
Fisherman's Cove | 11:30 A.M. | 11:45 A.M. | 12:15 P.M. | 12:45 P.M. | 1:00 P.M.
Sea Town | 12:15 P.M. | 12:30 P.M. | 1:00 P.M. | 1:30 P.M. | 1:45 P.M.","{'Column 1': ['Whale Watch Harbor', 'Ocean City', ""Fisherman's Cove"", 'Sea Town'], 'Column 2': ['8:15 A.M.', '9:45 A.M.', '11:30 A.M.', '12:15 P.M.'], 'Column 3': ['8:30 A.M.', '10:00 A.M.', '11:45 A.M.', '12:30 P.M.'], 'Column 4': ['9:00 A.M.', '10:30 A.M.', '12:15 P.M.', '1:00 P.M.'], 'Column 5': ['9:30 A.M.', '11:00 A.M.', '12:45 P.M.', '1:30 P.M.'], 'Column 6': ['9:45 A.M.', '11:15 A.M.', '1:00 P.M.', '1:45 P.M.']}",4,6,"Look at the row for Ocean City. Find the next boat departing from Ocean City after 10:45 A. M. This boat departs from Ocean City at 11:00 A. M.

Look down the column until you find the row for Fisherman's Cove.

Rosanne will get to Fisherman's Cove at 12:45 P. M.",multi_choice,extractive_text,4,train,4,13691
23131,Michelle kept a log of how many pages she read each month. What is the mode of the numbers?,,83,,Pages read,"Month | Number of pages
November | 72
December | 83
January | 72
February | 83
March | 84
April | 83","{'Month': ['November', 'December', 'January', 'February', 'March', 'April'], 'Number of pages': ['72', '83', '72', '83', '84', '83']}",7,2,"Read the numbers from the table.

72, 83, 72, 83, 84, 83

First, arrange the numbers from least to greatest:

72, 72, 83, 83, 83, 84

Now count how many times each number appears.

72 appears 2 times.
83 appears 3 times.
84 appears 1 time.

The number that appears most often is 83.

The mode is 83.",free_text,integer_number,5,train,0,12468
36443,The owner of a plant nursery wrote down the number of roses on each bush. How many bushes have exactly 72 roses?,,1,bushes,Roses per bush,"Stem | Leaf 
1 | 4
2 | 4, 7
3 | 0, 0, 6, 7
4 | 
5 | 2, 8
6 | 
7 | 2, 4, 9
8 | 4","{'Stem': ['1', '2', '3', '4', '5', '6', '7', '8'], 'Leaf ': ['4', '4, 7', '0, 0, 6, 7', '', '2, 8', '', '2, 4, 9', '4']}",9,2,"For the number 72, the stem is 7, and the leaf is 2. Find the row where the stem is 7. In that row, count all the leaves equal to 2.

You counted 1 leaf, which is blue in the stem-and-leaf plot above. 1 bush has exactly 72 roses.",free_text,integer_number,6,train,1,14386
14152,How much money does Whitney need to buy a portable DVD player and 4 MP3 player?,,"2,018",$,,"cell phone | $333
big screen TV | $976
video game system | $200
MP3 player | $420
portable DVD player | $338","{'Column 1': ['cell phone', 'big screen TV', 'video game system', 'MP3 player', 'portable DVD player'], 'Column 2': ['$333', '$976', '$200', '$420', '$338']}",5,2,"Find the cost of 4 MP 3 player.

$420 × 4 = $1,680

Now find the total cost.

$338 + $1,680 = $2,018

Whitney needs $2,018.",free_text,integer_number,8,train,2,10645
4897,"Look at the table. Then answer the question. At a price of $1,405, is there a shortage or a surplus?","['shortage', 'surplus']",surplus,,,"Price | Quantity demanded | Quantity supplied
$725 | 19,300 | 2,400
$895 | 15,400 | 5,800
$1,065 | 11,500 | 9,200
$1,235 | 7,600 | 12,600
$1,405 | 3,700 | 16,000","{'Price': ['$725', '$895', '$1,065', '$1,235', '$1,405'], 'Quantity demanded': ['19,300', '15,400', '11,500', '7,600', '3,700'], 'Quantity supplied': ['2,400', '5,800', '9,200', '12,600', '16,000']}",6,3,"At the price of $1,405, the quantity demanded is less than the quantity supplied. There is too much of the good or service for sale at that price. So, there is a surplus.
",multi_choice,boolean_text,5,train,3,10542
15429,Look at the following schedule. Which event begins at 5.40 P.M.?,"['diving meet', 'football game', 'wrestling meet', ""women's volleyball game""]",wrestling meet,,University sports schedule,"Event | Begin | End
diving meet | 11:55 A.M. | 1:05 P.M.
football game | 1:10 P.M. | 2:30 P.M.
swim meet | 1:30 P.M. | 4:20 P.M.
women's volleyball game | 4:20 P.M. | 5:30 P.M.
wrestling meet | 5:40 P.M. | 8:25 P.M.","{'Event': ['diving meet', 'football game', 'swim meet', ""women's volleyball game"", 'wrestling meet'], 'Begin': ['11:55 A.M.', '1:10 P.M.', '1:30 P.M.', '4:20 P.M.', '5:40 P.M.'], 'End': ['1:05 P.M.', '2:30 P.M.', '4:20 P.M.', '5:30 P.M.', '8:25 P.M.']}",6,3,Find 5:40 P. M. on the schedule. The wrestling meet begins at 5:40 P. M.,multi_choice,extractive_text,3,train,4,11572
10057,The art club made a table showing the ages of its members. What is the range of the numbers?,,4,,Club members' ages,"Name | Age (years)
Sasha | 6
Farid | 10
Tracy | 9
Zeke | 8
Kinsley | 8","{'Name': ['Sasha', 'Farid', 'Tracy', 'Zeke', 'Kinsley'], 'Age (years)': ['6', '10', '9', '8', '8']}",6,2,"Read the numbers from the table.

6, 10, 9, 8, 8

First, find the greatest number. The greatest number is 10.

Next, find the least number. The least number is 6.

Subtract the least number from the greatest number:

10 − 6 = 4

The range is 4.",free_text,integer_number,6,train,0,1121
